customer_id,age,region,customer_type,total_purchases,total_spent,avg_purchase_value,satisfaction_score,account_status,referral_source
8878,74,West,Bronze,48,4206.83,166.8,1.4,Active,Social Media
8879,78,Midwest,Gold,76,4998.45,396.43,3.6,Active,Online
8880,55,Southeast,Silver,94,985.5,185.28,4.2,Active,Store
8881,23,Northeast,Silver,58,750.23,207.74,4.0,Active,Store
8882,62,West,Bronze,82,5927.08,188.56,4.2,Inactive,Social Media
8883,28,Southwest,Bronze,92,5120.04,89.2,4.0,Active,Referral
8884,31,Midwest,Gold,21,3591.53,177.04,2.8,Inactive,Referral
8885,19,Southwest,Bronze,84,5661.14,403.44,4.6,Active,Referral
8886,57,Southeast,Bronze,60,726.76,250.63,4.6,Active,Referral
8887,20,Southwest,Bronze,79,9439.91,234.53,2.7,Inactive,Social Media
8888,72,Northeast,Bronze,29,2937.12,86.61,2.9,Inactive,Online
8889,70,Midwest,Silver,68,717.79,97.01,2.9,Active,Social Media
8890,52,Midwest,Silver,59,1695.04,31.05,2.1,Active,Referral
8891,50,Northeast,Bronze,5,954.74,16.84,1.5,Active,Store
8892,41,Southwest,Silver,84,1786.05,249.13,2.0,Active,Referral
8893,36,Northeast,Gold,10,4167.54,210.52,4.4,Active,Store
8894,35,West,Platinum,23,7380.51,144.94,3.2,Active,Social Media
8895,66,Northeast,Silver,91,2723.48,495.12,4.4,Active,Store
8896,69,Southwest,Silver,78,4359.27,205.02,4.0,Active,Store
8897,78,Northeast,Bronze,50,9287.57,396.53,2.4,Active,Store
8898,41,Southeast,Silver,18,2958.22,113.17,1.7,Active,Store
8899,62,Northeast,Gold,49,7947.2,131.05,3.3,Active,Store
8900,52,Northeast,Silver,80,1578.17,288.51,4.7,Active,Social Media
8901,79,Southwest,Bronze,2,1783.22,11.97,4.4,Active,Online
8902,18,West,Silver,2,4561.53,18.54,4.1,Active,Online
8903,53,West,Platinum,91,2341.02,79.69,4.1,Active,Advertisement
8904,42,Southwest,Gold,30,9030.28,119.33,3.1,Active,Social Media
8905,62,Southwest,Gold,46,507.52,268.65,1.7,Active,Store
8906,66,Southwest,Bronze,7,5972.73,346.25,2.1,Active,Online
8907,77,Southeast,Bronze,16,6042.29,162.82,3.3,Inactive,Social Media
8908,79,Midwest,Gold,98,660.26,127.14,2.3,Suspended,Social Media
8909,60,Northeast,Bronze,99,7325.64,413.18,4.1,Inactive,Advertisement
8910,51,Southwest,Silver,90,4688.98,89.76,2.5,Inactive,Online
8911,42,Southwest,Silver,44,7230.73,342.38,1.5,Inactive,Online
8912,33,Southwest,Silver,96,8269.25,466.35,4.1,Inactive,Referral
8913,51,West,Silver,59,3228.99,123.78,3.8,Inactive,Social Media
8914,46,Southwest,Gold,74,4844.86,52.61,2.0,Active,Advertisement
8915,36,Northeast,Bronze,20,2607.61,490.08,4.9,Active,Referral
8916,40,Southwest,Gold,69,2015.13,142.68,2.6,Active,Online
8917,36,Northeast,Gold,20,5.95,145.07,3.7,Active,Online
8918,42,Southeast,Platinum,57,9636.32,247.05,4.6,Active,Social Media
8919,33,Midwest,Silver,54,4409.28,123.22,1.6,Active,Referral
8920,71,West,Silver,27,130.7,496.51,4.5,Inactive,Social Media
8921,68,Northeast,Platinum,80,89.39,31.05,3.8,Inactive,Referral
8922,26,Southeast,Silver,81,2883.53,231.22,1.7,Suspended,Online
8923,18,Midwest,Silver,74,139.38,278.69,3.7,Active,Store
8924,59,Midwest,Bronze,45,3745.15,238.81,4.5,Suspended,Referral
8925,36,Midwest,Bronze,43,629.39,265.06,4.2,Inactive,Referral
8926,50,Northeast,Silver,88,392.52,493.91,4.0,Active,Advertisement
8927,51,Southeast,Silver,93,6693.81,439.68,1.6,Active,Referral
8928,33,Southwest,Silver,24,9068.41,161.14,1.8,Active,Social Media
8929,61,Southeast,Bronze,70,4093.87,280.22,3.2,Active,Online
8930,57,Southeast,Gold,48,8367.7,10.15,3.3,Active,Referral
8931,72,Southeast,Silver,100,292.65,210.69,4.8,Active,Store
8932,35,Northeast,Silver,45,7776.9,90.3,2.9,Active,Online
8933,51,Northeast,Platinum,90,628.0,358.57,2.2,Inactive,Referral
8934,42,Northeast,Bronze,89,8384.39,118.33,1.8,Active,Store
8935,78,Southeast,Gold,62,8823.66,376.96,1.2,Active,Online
8936,62,Northeast,Silver,76,7859.74,163.45,1.3,Inactive,Online
8937,23,Midwest,Gold,87,8207.49,463.66,3.3,Active,Online
8938,38,Northeast,Silver,11,5614.85,228.25,1.7,Active,Social Media
8939,75,West,Bronze,77,2648.85,421.36,4.4,Inactive,Social Media
8940,23,Northeast,Silver,56,6432.31,317.8,3.4,Active,Social Media
8941,49,Northeast,Bronze,72,4395.42,488.93,4.5,Active,Referral
8942,58,Northeast,Bronze,63,53.37,373.93,2.7,Inactive,Online
8943,65,Northeast,Gold,30,4768.26,366.57,3.4,Active,Online
8944,60,West,Silver,3,6511.88,139.78,3.1,Active,Store
8945,56,Southwest,Gold,53,138.84,257.38,4.9,Inactive,Store
8946,48,Northeast,Silver,82,6213.6,152.16,4.2,Inactive,Referral
8947,59,Midwest,Silver,64,6525.32,19.45,3.4,Inactive,Referral
8948,27,West,Platinum,92,1581.08,358.19,3.4,Inactive,Online
8949,47,Southwest,Platinum,5,4310.74,125.56,2.0,Active,Referral
8950,74,Northeast,Bronze,64,9643.33,204.69,3.9,Active,Store
8951,69,Southwest,Gold,88,8841.89,149.47,4.9,Active,Store
8952,35,Midwest,Bronze,90,4108.21,107.82,1.5,Inactive,Online
8953,77,West,Bronze,21,3498.46,42.89,3.5,Inactive,Advertisement
8954,41,West,Silver,16,1240.81,175.57,3.1,Inactive,Online
8955,69,Southwest,Platinum,58,351.89,50.06,4.4,Active,Advertisement
8956,78,Northeast,Platinum,28,2974.63,274.76,1.0,Active,Referral
8957,26,Southeast,Bronze,66,9402.83,19.62,1.5,Suspended,Referral
8958,48,West,Gold,16,9586.13,470.61,1.1,Active,Referral
8959,32,Southeast,Gold,1,8125.19,483.57,1.7,Active,Advertisement
8960,21,West,Bronze,31,3508.25,159.28,3.8,Inactive,Online
8961,80,Northeast,Silver,21,1436.26,137.5,1.6,Inactive,Store
8962,57,Northeast,Silver,96,5955.33,61.16,3.5,Active,Referral
8963,26,West,Bronze,57,6465.05,453.41,4.5,Active,Advertisement
8964,62,Southwest,Gold,52,4245.74,297.56,1.1,Active,Online
8965,26,Northeast,Bronze,85,6916.47,308.96,1.1,Inactive,Store
8966,43,Northeast,Bronze,46,7466.82,448.97,5.0,Active,Referral
8967,21,Midwest,Bronze,3,7830.62,456.29,3.7,Active,Store
8968,34,Northeast,Gold,37,5022.98,415.89,1.6,Inactive,Online
8969,33,Midwest,Silver,12,7916.41,388.99,2.2,Active,Referral
8970,32,Northeast,Silver,60,254.76,439.85,4.9,Active,Online
8971,52,Northeast,Silver,86,6804.04,439.23,1.9,Active,Advertisement
8972,74,Southwest,Bronze,63,2356.34,190.64,4.0,Active,Online
8973,69,Southwest,Gold,76,2705.2,486.96,2.0,Active,Advertisement
8974,22,Northeast,Silver,83,913.02,357.47,2.6,Active,Referral
8975,72,West,Bronze,32,1923.92,191.4,4.5,Inactive,Online
8976,22,West,Bronze,97,9920.08,226.6,1.1,Active,Online
8977,37,Northeast,Bronze,37,4153.9,346.69,2.2,Active,Store
8978,32,West,Platinum,28,9277.65,186.94,2.9,Active,Store
8979,35,Northeast,Silver,60,1629.0,415.01,3.5,Active,Referral
8980,64,Southwest,Gold,31,2040.59,82.55,1.1,Active,Online
8981,19,Southeast,Bronze,10,5578.13,454.72,2.6,Active,Referral
8982,46,Midwest,Silver,17,3495.33,157.59,2.4,Active,Referral
8983,30,West,Platinum,44,6439.15,84.83,1.1,Active,Store
8984,21,West,Bronze,20,4220.47,430.43,2.4,Active,Referral
8985,59,Southwest,Silver,11,8115.97,127.34,4.7,Inactive,Store
8986,62,West,Platinum,19,4315.59,423.26,2.1,Active,Online
8987,27,Northeast,Gold,6,5723.49,155.17,3.3,Active,Store
8988,78,Northeast,Bronze,90,3210.73,467.59,2.2,Active,Online
8989,48,Southeast,Bronze,70,7040.41,117.35,1.4,Active,Advertisement
8990,58,Southeast,Bronze,1,6547.34,44.13,2.2,Active,Store
8991,25,Southeast,Gold,42,3970.01,468.9,2.9,Inactive,Online
8992,20,Northeast,Silver,96,2760.32,91.16,2.2,Active,Store
8993,65,Southeast,Platinum,20,6141.04,472.62,3.5,Active,Social Media
8994,80,Southeast,Bronze,28,9431.52,413.75,4.8,Inactive,Social Media
8995,63,Northeast,Silver,31,1326.43,50.14,1.3,Active,Online
8996,26,Southwest,Bronze,44,7991.17,228.12,3.9,Active,Advertisement
8997,47,West,Bronze,75,5429.92,45.97,1.0,Active,Online
8998,70,Midwest,Bronze,76,5255.6,171.6,1.0,Active,Referral
8999,28,Northeast,Bronze,58,9616.84,182.24,1.5,Active,Online
9000,52,Northeast,Gold,2,6058.75,303.82,2.9,Active,Referral
9001,54,Midwest,Bronze,38,8305.18,488.19,1.2,Active,Online
9002,78,Midwest,Silver,50,5144.77,93.18,3.9,Inactive,Store
9003,59,Southeast,Platinum,7,2498.53,171.28,1.1,Suspended,Online
9004,30,Midwest,Platinum,45,6944.9,297.68,3.0,Active,Store
9005,53,West,Bronze,65,9231.77,94.0,3.7,Active,Online
9006,73,West,Platinum,5,8412.3,358.25,2.0,Active,Online
9007,30,West,Bronze,57,1983.64,207.79,3.3,Active,Referral
9008,29,West,Silver,40,3168.89,475.29,2.0,Active,Store
9009,54,West,Gold,78,5168.81,318.64,1.9,Inactive,Store
9010,27,Southeast,Gold,53,5716.03,187.91,4.3,Inactive,Store
9011,77,Northeast,Gold,75,1938.14,362.54,2.3,Active,Advertisement
9012,73,Midwest,Gold,40,2300.12,420.99,4.3,Active,Online
9013,26,Northeast,Bronze,47,7588.31,402.24,1.9,Inactive,Referral
9014,69,Midwest,Silver,95,7303.17,138.75,2.4,Active,Online
9015,24,Southeast,Bronze,69,8392.09,214.32,1.4,Suspended,Store
9016,19,Southeast,Silver,26,9329.3,231.57,3.0,Active,Online
9017,71,Southwest,Bronze,46,3082.61,200.31,2.5,Active,Store
9018,73,Southwest,Bronze,76,8595.95,162.32,1.0,Active,Social Media
9019,77,Southeast,Gold,22,6660.12,378.85,2.9,Active,Store
9020,40,Southeast,Gold,73,9577.7,15.99,1.3,Active,Social Media
9021,56,Midwest,Silver,13,2720.74,153.84,4.3,Inactive,Store
9022,57,Southeast,Silver,60,2696.72,79.39,3.0,Active,Social Media
9023,56,Northeast,Gold,66,7042.93,73.1,3.8,Active,Advertisement
9024,38,Midwest,Silver,75,9284.11,145.71,4.3,Active,Referral
9025,40,Southeast,Platinum,24,8245.56,383.46,1.2,Active,Social Media
9026,46,Midwest,Bronze,64,7270.4,485.02,2.3,Active,Referral
9027,31,Midwest,Silver,95,3873.09,262.16,1.1,Active,Store
9028,43,West,Platinum,23,7177.67,176.1,1.2,Active,Online
9029,68,Southwest,Platinum,52,8010.96,416.29,1.2,Inactive,Advertisement
9030,22,Midwest,Silver,72,7532.86,42.88,2.9,Inactive,Social Media
9031,72,Midwest,Bronze,49,6768.11,55.65,2.8,Inactive,Social Media
9032,48,West,Gold,0,471.31,179.23,1.2,Inactive,Online
9033,42,Southeast,Silver,38,6597.15,229.72,2.0,Inactive,Online
9034,48,Midwest,Gold,73,4782.95,400.94,2.0,Inactive,Referral
9035,67,West,Silver,43,9615.69,463.38,2.2,Active,Social Media
9036,37,Northeast,Bronze,93,6071.9,270.33,3.6,Active,Social Media
9037,61,West,Bronze,4,6082.27,252.87,3.8,Active,Online
9038,72,Southwest,Silver,67,9940.55,114.38,2.4,Inactive,Referral
9039,34,Southwest,Bronze,71,935.88,231.08,4.2,Active,Referral
9040,62,Southeast,Bronze,79,2763.16,462.59,2.7,Active,Store
9041,19,Southeast,Silver,64,6560.79,202.52,3.1,Inactive,Online
9042,42,Southwest,Silver,78,3152.36,113.23,1.6,Inactive,Online
9043,30,Southwest,Bronze,87,3461.5,175.27,1.9,Inactive,Online
9044,75,Midwest,Bronze,14,8926.45,262.15,3.9,Inactive,Referral
9045,56,Southwest,Platinum,49,5793.54,303.31,4.9,Active,Advertisement
9046,45,Southeast,Bronze,5,1028.66,221.89,3.8,Active,Store
9047,59,Southwest,Bronze,65,3108.63,381.68,1.2,Active,Store
9048,72,Southeast,Bronze,68,760.58,296.38,1.6,Suspended,Advertisement
9049,23,Northeast,Gold,38,5561.3,335.87,2.8,Active,Referral
9050,20,Southwest,Silver,97,1732.68,432.83,3.9,Inactive,Referral
9051,75,Southeast,Bronze,95,8571.15,434.19,1.7,Active,Referral
9052,52,West,Bronze,28,5773.14,109.72,4.0,Inactive,Online
9053,35,Midwest,Gold,92,593.76,315.44,3.2,Active,Social Media
9054,28,Southeast,Gold,87,3008.76,361.15,4.1,Active,Advertisement
9055,71,Southwest,Silver,45,6163.38,81.47,3.2,Active,Social Media
9056,37,Southwest,Bronze,30,3354.98,422.96,3.4,Active,Online
9057,22,Northeast,Bronze,23,5131.77,98.43,2.0,Inactive,Online
9058,36,West,Silver,14,9093.62,401.65,3.9,Active,Store
9059,39,Southeast,Gold,75,3500.36,89.12,4.4,Inactive,Referral
9060,76,West,Bronze,19,3358.73,373.47,4.5,Active,Online
9061,77,Northeast,Silver,3,8197.57,82.59,1.1,Inactive,Referral
9062,36,Midwest,Bronze,57,3187.57,195.63,3.5,Active,Referral
9063,79,West,Silver,76,779.58,80.32,5.0,Active,Store
9064,64,Northeast,Silver,60,1809.45,142.65,3.3,Active,Advertisement
9065,79,Southeast,Platinum,9,9488.0,492.41,1.7,Active,Store
9066,33,Midwest,Silver,40,9332.93,62.76,4.5,Inactive,Referral
9067,41,Southwest,Silver,52,2248.12,209.17,2.1,Active,Advertisement
9068,58,Northeast,Bronze,86,5535.02,341.69,1.2,Active,Store
9069,21,Southwest,Bronze,70,1373.68,56.35,2.7,Active,Store
9070,32,Midwest,Bronze,75,6746.78,63.43,1.4,Active,Referral
9071,42,Northeast,Bronze,47,1853.06,80.2,1.5,Inactive,Referral
9072,61,Northeast,Bronze,14,497.9,326.04,2.9,Active,Referral
9073,72,Midwest,Platinum,6,8248.97,455.58,3.5,Active,Advertisement
9074,52,Southeast,Silver,71,3254.0,414.73,4.6,Active,Social Media
9075,72,Northeast,Bronze,70,1085.22,491.7,3.8,Inactive,Online
9076,31,Midwest,Bronze,42,8339.04,293.29,4.4,Inactive,Referral
9077,66,West,Bronze,3,7623.97,481.12,2.6,Active,Online
9078,36,Southwest,Bronze,50,6837.58,159.42,2.3,Active,Referral
9079,55,Northeast,Bronze,70,9112.49,216.54,3.4,Inactive,Online
9080,53,West,Silver,58,4892.26,204.06,3.8,Active,Online
9081,24,Northeast,Platinum,40,1280.56,33.21,3.3,Active,Social Media
9082,47,Southeast,Silver,60,613.46,416.56,2.1,Active,Online
9083,36,Midwest,Silver,29,3184.41,22.11,2.5,Active,Online
9084,66,Northeast,Gold,17,868.31,367.64,2.8,Inactive,Social Media
9085,42,Midwest,Bronze,29,5355.09,209.46,1.1,Active,Referral
9086,33,Northeast,Bronze,6,144.99,13.06,4.5,Active,Social Media
9087,64,Southeast,Silver,51,4437.63,152.07,3.0,Active,Referral
9088,71,Southeast,Gold,47,1784.6,179.6,4.0,Active,Social Media
9089,57,West,Silver,22,3682.68,482.7,1.7,Active,Referral
9090,68,Southeast,Bronze,36,6750.34,333.93,3.2,Active,Online
9091,25,Midwest,Platinum,70,3509.64,276.35,4.7,Suspended,Referral
9092,35,Southeast,Bronze,92,3413.4,72.25,1.9,Active,Store
9093,45,Northeast,Gold,97,9907.51,201.64,2.4,Active,Store
9094,33,Southeast,Gold,52,7188.15,27.52,2.6,Active,Advertisement
9095,69,Midwest,Bronze,44,5138.62,383.23,2.5,Active,Online
9096,36,Northeast,Gold,48,5793.76,89.76,3.4,Active,Store
9097,59,West,Gold,48,6201.83,301.27,2.6,Active,Social Media
9098,34,West,Platinum,81,245.75,352.7,3.7,Inactive,Social Media
9099,80,West,Bronze,46,802.65,189.59,2.9,Active,Referral
9100,62,Northeast,Platinum,24,6491.89,319.97,1.6,Active,Online
9101,30,West,Bronze,90,3644.69,384.47,4.8,Active,Social Media
9102,24,Southeast,Gold,26,554.44,100.22,2.0,Active,Advertisement
9103,44,Northeast,Silver,11,2975.13,304.42,3.2,Active,Online
9104,27,Northeast,Bronze,22,1302.83,369.6,1.2,Inactive,Online
9105,51,Northeast,Bronze,16,9163.14,184.95,4.7,Active,Social Media
9106,53,Southwest,Bronze,43,2029.25,89.62,4.7,Inactive,Referral
9107,42,Midwest,Bronze,70,1436.91,150.2,2.5,Active,Online
9108,23,Southwest,Bronze,23,6261.69,467.21,1.5,Active,Store
9109,41,Southwest,Bronze,70,5219.12,185.15,4.1,Active,Referral
9110,35,Southwest,Bronze,92,5759.32,62.77,2.0,Active,Advertisement
9111,40,Midwest,Silver,59,4359.48,50.54,3.8,Active,Online
9112,23,Southwest,Silver,52,4671.69,98.44,4.7,Active,Referral
9113,46,West,Gold,91,7787.98,72.48,3.4,Active,Online
9114,79,Northeast,Silver,86,2199.22,252.57,4.4,Active,Online
9115,42,Northeast,Bronze,73,3965.29,180.3,1.9,Active,Online
9116,72,Southeast,Silver,15,9578.25,422.29,4.6,Active,Social Media
9117,34,West,Gold,97,1899.86,441.73,1.9,Suspended,Online
9118,63,Midwest,Bronze,24,2937.74,241.91,1.9,Inactive,Store
9119,41,Northeast,Silver,65,1915.67,445.38,4.5,Active,Referral
9120,28,Southwest,Silver,49,204.95,230.73,3.2,Inactive,Referral
9121,43,Southeast,Platinum,68,2698.3,324.56,4.2,Active,Social Media
9122,80,Southeast,Silver,77,464.67,89.64,4.2,Active,Store
9123,68,Northeast,Gold,94,1546.85,35.77,3.6,Active,Online
9124,79,West,Bronze,39,3626.82,88.44,1.8,Inactive,Online
9125,51,Southeast,Gold,5,207.21,133.4,3.8,Active,Referral
9126,45,Northeast,Bronze,63,7529.57,377.98,1.3,Active,Social Media
9127,20,West,Silver,27,7955.89,95.02,1.8,Active,Online
9128,28,Northeast,Silver,8,4114.14,74.02,3.6,Inactive,Online
9129,55,Northeast,Platinum,5,9846.66,464.53,4.6,Inactive,Referral
9130,78,West,Bronze,16,6789.94,347.51,4.1,Inactive,Online
9131,31,West,Bronze,39,7437.22,241.92,2.3,Active,Advertisement
9132,68,West,Gold,98,1923.0,56.53,4.3,Active,Online
9133,43,Northeast,Silver,75,8374.38,427.38,4.9,Active,Referral
9134,65,Southeast,Bronze,44,9450.46,63.05,2.3,Active,Online
9135,38,Midwest,Bronze,81,2363.1,309.41,1.7,Active,Store
9136,71,Midwest,Bronze,42,6864.64,337.16,1.8,Active,Store
9137,73,Northeast,Silver,97,7469.41,206.07,2.6,Suspended,Social Media
9138,56,Northeast,Gold,45,3051.69,456.5,1.2,Active,Store
9139,47,Southeast,Bronze,62,4750.09,34.84,3.0,Active,Online
9140,76,West,Gold,0,975.39,410.88,3.9,Active,Online
9141,25,Northeast,Silver,58,1730.95,281.36,3.1,Active,Store
9142,68,Southwest,Bronze,62,615.71,309.49,4.9,Active,Referral
9143,37,West,Silver,78,5601.65,493.54,2.8,Suspended,Online
9144,65,Northeast,Silver,17,6252.63,295.5,1.1,Inactive,Online
9145,49,Southwest,Bronze,85,9161.2,400.54,2.9,Active,Online
9146,39,Southeast,Gold,81,5421.85,85.23,4.7,Active,Online
9147,76,Southwest,Gold,64,2606.11,406.55,1.4,Inactive,Social Media
9148,24,Northeast,Bronze,19,594.74,382.93,1.9,Active,Store
9149,26,Midwest,Bronze,55,8849.53,484.37,3.9,Inactive,Advertisement
9150,62,Northeast,Bronze,53,4788.58,468.5,2.2,Inactive,Referral
9151,18,Midwest,Gold,47,7373.22,114.85,4.1,Inactive,Referral
9152,46,Southeast,Bronze,99,146.49,237.82,2.7,Active,Online
9153,80,Southeast,Gold,53,4881.39,456.63,4.2,Active,Store
9154,25,West,Silver,88,3257.23,323.97,3.2,Active,Store
9155,73,West,Gold,15,303.31,237.21,1.3,Active,Online
9156,71,Midwest,Silver,19,7756.73,63.38,2.5,Inactive,Online
9157,21,Midwest,Bronze,46,5129.02,182.36,2.3,Inactive,Referral
9158,52,Southeast,Platinum,96,3331.8,335.97,4.2,Active,Online
9159,76,Southwest,Gold,6,8057.98,390.69,3.5,Active,Referral
9160,20,Midwest,Silver,22,4469.23,229.11,4.1,Active,Referral
9161,71,Midwest,Silver,74,34.98,37.36,2.5,Active,Store
9162,62,Southwest,Silver,32,9444.48,320.25,3.8,Active,Store
9163,57,West,Bronze,39,2556.83,461.58,1.3,Active,Store
9164,24,West,Silver,4,8305.76,253.24,1.1,Active,Online
9165,44,Midwest,Bronze,44,8164.15,464.93,2.1,Active,Store
9166,18,West,Platinum,40,1623.74,183.51,4.1,Inactive,Referral
9167,44,West,Silver,7,4740.03,444.32,3.1,Active,Referral
9168,33,West,Bronze,80,401.99,395.31,2.6,Active,Store
9169,55,Southeast,Silver,81,3545.52,481.25,4.6,Inactive,Referral
9170,24,Northeast,Bronze,49,7309.79,397.6,3.0,Active,Referral
9171,61,Midwest,Bronze,90,2370.69,167.53,3.5,Inactive,Online
9172,40,Midwest,Silver,30,1171.28,451.28,4.9,Active,Social Media
9173,58,Southeast,Silver,3,5071.24,338.17,3.1,Active,Referral
9174,76,Northeast,Platinum,65,5369.86,89.41,4.1,Active,Referral
9175,28,Northeast,Platinum,55,6758.29,32.52,2.7,Active,Referral
9176,59,Southeast,Bronze,4,7591.38,189.26,1.1,Inactive,Store
9177,70,Southwest,Silver,80,6958.1,395.56,4.3,Active,Online
9178,50,Southwest,Gold,53,8454.12,312.93,4.8,Active,Referral
9179,67,Northeast,Bronze,95,2229.06,268.29,2.7,Active,Store
9180,80,Southwest,Gold,92,5697.67,11.83,3.0,Active,Advertisement
9181,53,Southwest,Gold,79,3600.95,223.4,2.7,Active,Social Media
9182,54,Southwest,Silver,0,9621.12,87.28,5.0,Active,Advertisement
9183,58,Northeast,Bronze,75,4402.8,232.74,4.6,Active,Social Media
9184,76,Southwest,Platinum,82,9597.14,495.97,1.2,Active,Store
9185,80,Midwest,Gold,72,7690.66,440.97,4.1,Active,Referral
9186,34,Northeast,Gold,60,7184.64,162.21,3.4,Active,Online
9187,52,Southeast,Bronze,6,4915.64,300.82,1.1,Active,Online
9188,65,Southwest,Gold,29,4433.78,256.03,2.8,Inactive,Online
9189,22,West,Bronze,14,5265.48,73.72,1.6,Inactive,Referral
9190,65,Northeast,Bronze,3,2936.33,495.01,4.5,Active,Store
9191,49,Southeast,Silver,62,9045.1,218.34,1.1,Active,Store
9192,20,Midwest,Platinum,69,7943.31,257.77,4.5,Active,Referral
9193,69,Southeast,Gold,37,8013.96,327.32,4.8,Inactive,Online
9194,64,Southwest,Gold,46,4331.54,103.86,1.3,Inactive,Online
9195,79,West,Silver,59,710.89,118.89,3.9,Inactive,Advertisement
9196,52,Southwest,Bronze,98,6830.77,104.35,3.2,Active,Advertisement
9197,69,Southeast,Gold,1,3744.14,198.39,4.8,Active,Online
9198,31,Northeast,Silver,68,8704.3,107.84,4.2,Active,Store
9199,80,West,Gold,7,7803.38,463.93,3.8,Active,Online
9200,65,West,Silver,50,1453.28,360.01,4.7,Active,Online
9201,78,Southeast,Gold,93,6017.16,449.94,1.6,Active,Store
9202,78,Southwest,Gold,18,6922.14,425.76,2.5,Inactive,Social Media
9203,48,Southeast,Bronze,93,5681.38,354.54,4.4,Suspended,Referral
9204,48,West,Bronze,30,5140.42,128.95,1.4,Active,Online
9205,34,Southeast,Bronze,79,2278.63,311.51,4.7,Inactive,Referral
9206,77,West,Platinum,21,2359.07,101.29,4.0,Inactive,Referral
9207,41,Southwest,Silver,32,7680.08,74.91,2.8,Active,Social Media
9208,69,Northeast,Gold,85,186.9,319.96,2.4,Active,Store
9209,40,Northeast,Bronze,71,7789.1,316.07,1.6,Inactive,Store
9210,35,Southeast,Gold,36,5267.99,86.74,1.4,Active,Online
9211,67,West,Silver,11,9362.23,182.69,2.7,Inactive,Store
9212,71,Northeast,Bronze,68,9973.22,42.48,4.4,Active,Referral
9213,31,West,Platinum,63,6634.85,360.71,3.1,Active,Social Media
9214,67,Southwest,Bronze,24,4122.57,493.87,2.8,Active,Online
9215,32,Southeast,Bronze,53,4750.86,372.55,2.3,Active,Referral
9216,32,West,Bronze,28,2042.15,423.63,1.6,Inactive,Online
9217,23,Southeast,Bronze,12,992.34,243.41,5.0,Active,Online
9218,44,West,Silver,25,5787.63,56.84,1.1,Active,Social Media
9219,32,West,Bronze,21,8054.95,366.04,2.2,Inactive,Store
9220,67,Southwest,Gold,92,2617.67,135.69,4.1,Inactive,Store
9221,53,Southeast,Bronze,75,4196.53,200.26,3.1,Inactive,Online
9222,72,Midwest,Silver,91,5547.74,354.52,2.3,Active,Store
9223,25,West,Silver,72,9078.98,453.34,5.0,Inactive,Referral
9224,32,West,Gold,9,1386.31,248.26,3.5,Active,Referral
9225,20,Northeast,Bronze,47,2368.83,481.19,2.2,Active,Referral
9226,79,Southeast,Platinum,41,9185.3,264.75,4.4,Active,Social Media
9227,64,Midwest,Silver,89,395.36,70.03,1.6,Active,Online
9228,30,Southwest,Bronze,99,6561.16,264.03,2.9,Active,Social Media
9229,58,Midwest,Silver,58,6395.26,431.71,4.4,Active,Advertisement
9230,51,Southwest,Silver,52,3832.54,273.64,4.9,Active,Online
9231,41,Midwest,Gold,39,4681.65,376.4,2.5,Active,Advertisement
9232,57,Midwest,Bronze,74,8549.18,278.5,1.6,Active,Advertisement
9233,49,Southeast,Bronze,61,1649.82,277.57,3.3,Active,Store
9234,78,Northeast,Bronze,5,2315.67,149.53,4.8,Inactive,Online
9235,49,Midwest,Bronze,3,5123.5,108.62,3.7,Active,Referral
9236,47,West,Gold,90,4097.45,146.67,3.4,Active,Online
9237,69,West,Silver,54,5743.72,226.01,2.2,Active,Online
9238,66,West,Bronze,87,9208.39,406.7,3.4,Active,Store
9239,30,Northeast,Bronze,68,9171.02,416.21,4.5,Active,Store
9240,18,Midwest,Bronze,2,2300.18,90.06,2.5,Active,Store
9241,51,Southwest,Gold,6,3021.45,280.9,2.0,Suspended,Online
9242,79,Southwest,Gold,87,1620.69,213.85,2.9,Inactive,Online
9243,32,Southeast,Bronze,85,9277.9,289.76,2.5,Suspended,Advertisement
9244,61,Northeast,Bronze,11,3978.64,327.34,2.9,Active,Store
9245,31,Midwest,Silver,98,4497.05,147.01,1.4,Inactive,Social Media
9246,74,West,Platinum,16,8026.41,460.43,2.3,Active,Referral
9247,46,Northeast,Silver,66,5129.73,468.37,4.3,Inactive,Social Media
9248,51,Northeast,Bronze,74,1197.55,61.63,2.6,Inactive,Store
9249,35,Midwest,Bronze,69,4378.49,354.48,4.9,Active,Referral
9250,71,Southeast,Silver,35,6305.24,26.28,3.8,Active,Store
9251,24,Southeast,Silver,16,7192.09,32.82,2.5,Active,Advertisement
9252,46,Southeast,Bronze,85,6453.52,479.32,2.0,Inactive,Online
9253,72,West,Bronze,0,1191.81,350.48,3.7,Active,Referral
9254,48,West,Silver,66,3043.45,169.03,2.2,Active,Advertisement
9255,78,Midwest,Bronze,79,7335.65,338.24,4.7,Inactive,Social Media
9256,42,Southeast,Silver,98,8801.9,424.46,1.5,Inactive,Store
9257,55,Midwest,Bronze,77,471.86,436.74,1.1,Inactive,Online
9258,31,Southeast,Gold,48,422.29,20.05,1.9,Active,Referral
9259,25,Northeast,Bronze,50,6434.05,410.93,3.4,Active,Store
9260,44,Southwest,Platinum,70,5480.46,428.07,4.3,Inactive,Referral
9261,71,Southwest,Bronze,89,1553.39,301.83,1.7,Active,Advertisement
9262,19,Southeast,Bronze,42,5482.92,245.15,3.3,Active,Social Media
